CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
2369,2369,5,ShipPro,2,Centro Sur,2,En tránsito,2024-02-21,2024-05-09
2370,2370,5,ShipPro,3,Centro Oeste,3,Entregado,2024-04-26,2024-10-03
2371,2371,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-02-23,2024-03-21
2372,2372,2,ExpressShip,5,Centro Central,4,Devuelto,2024-08-25,2024-11-01
2373,2373,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-04-14,2024-06-19
2374,2374,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-01-18,2024-09-13
2375,2375,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-03-09,2024-07-13
2376,2376,4,QuickSend,2,Centro Sur,3,Entregado,2024-08-23,2024-09-28
2377,2377,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-04-18,2024-09-11
2378,2378,1,FastDelivery,4,Centro Este,3,Entregado,2024-09-25,2024-10-13
2379,2379,2,ExpressShip,5,Centro Central,3,Entregado,2024-11-17,2024-11-18
2380,2380,1,FastDelivery,2,Centro Sur,3,Entregado,2024-01-07,2024-08-03
2381,2381,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-10-26,2024-11-04
2382,2382,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-06-11,2024-09-16
2383,2383,1,FastDelivery,1,Centro Norte,1,En preparación,2024-05-09,2024-06-07
2384,2384,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-02-28,2024-11-08
2385,2385,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-05-18,2024-10-03
2386,2386,4,QuickSend,1,Centro Norte,2,En tránsito,2024-05-04,2024-06-06
2387,2387,1,FastDelivery,4,Centro Este,4,Devuelto,2024-09-17,2024-10-26
2388,2388,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-11-04,2024-11-12
2389,2389,2,ExpressShip,4,Centro Este,1,En preparación,2024-03-09,2024-06-21
2390,2390,1,FastDelivery,1,Centro Norte,1,En preparación,2024-04-12,2024-07-04
2391,2391,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-07-15,2024-09-06
2392,2392,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-04-03,2024-08-12
2393,2393,2,ExpressShip,5,Centro Central,1,En preparación,2024-03-05,2024-07-21
2394,2394,4,QuickSend,5,Centro Central,2,En tránsito,2024-08-29,2024-11-03
2395,2395,2,ExpressShip,4,Centro Este,3,Entregado,2024-03-10,2024-04-11
2396,2396,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-08-16,2024-10-22
2397,2397,2,ExpressShip,5,Centro Central,1,En preparación,2024-08-07,2024-08-17
2398,2398,4,QuickSend,2,Centro Sur,3,Entregado,2024-01-05,2024-05-04
2399,2399,5,ShipPro,5,Centro Central,3,Entregado,2024-10-22,2024-10-27
2400,2400,5,ShipPro,5,Centro Central,4,Devuelto,2024-08-17,2024-09-22
2401,2401,1,FastDelivery,2,Centro Sur,1,En preparación,2024-04-13,2024-10-31
2402,2402,2,ExpressShip,4,Centro Este,1,En preparación,2024-02-24,2024-04-07
2403,2403,1,FastDelivery,5,Centro Central,4,Devuelto,2024-10-05,2024-10-17
2404,2404,5,ShipPro,4,Centro Este,4,Devuelto,2024-01-19,2024-11-18
2405,2405,4,QuickSend,4,Centro Este,4,Devuelto,2024-01-28,2024-07-05
2406,2406,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-05-03,2024-05-25
2407,2407,5,ShipPro,1,Centro Norte,4,Devuelto,2024-03-02,2024-04-07
2408,2408,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-03-07,2024-07-30
2409,2409,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-07-15,2024-10-09
2410,2410,1,FastDelivery,1,Centro Norte,1,En preparación,2024-05-15,2024-05-27
2411,2411,5,ShipPro,1,Centro Norte,3,Entregado,2024-10-26,2024-11-03
2412,2412,4,QuickSend,1,Centro Norte,4,Devuelto,2024-10-29,2024-11-03
2413,2413,1,FastDelivery,4,Centro Este,4,Devuelto,2024-05-11,2024-10-23
2414,2414,4,QuickSend,4,Centro Este,4,Devuelto,2024-06-13,2024-10-19
2415,2415,3,GlobalCourier,4,Centro Este,1,En preparación,2024-10-12,2024-10-19
2416,2416,4,QuickSend,3,Centro Oeste,4,Devuelto,2024-06-05,2024-06-11
2417,2417,5,ShipPro,5,Centro Central,4,Devuelto,2024-05-20,2024-07-11
2418,2418,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-11-15,2024-11-17
2419,2419,2,ExpressShip,4,Centro Este,4,Devuelto,2024-01-10,2024-07-18
2420,2420,5,ShipPro,2,Centro Sur,4,Devuelto,2024-08-01,2024-08-01
2421,2421,4,QuickSend,4,Centro Este,1,En preparación,2024-01-11,2024-08-02
2422,2422,4,QuickSend,3,Centro Oeste,4,Devuelto,2024-05-17,2024-06-07
2423,2423,4,QuickSend,4,Centro Este,2,En tránsito,2024-08-22,2024-10-13
2424,2424,2,ExpressShip,5,Centro Central,1,En preparación,2024-02-16,2024-04-28
2425,2425,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-06-18,2024-09-23
2426,2426,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-04-07,2024-05-07
2427,2427,5,ShipPro,3,Centro Oeste,3,Entregado,2024-06-23,2024-09-14
2428,2428,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-04-07,2024-08-13
2429,2429,5,ShipPro,4,Centro Este,3,Entregado,2024-05-15,2024-09-04
2430,2430,5,ShipPro,2,Centro Sur,3,Entregado,2024-03-11,2024-04-21
2431,2431,2,ExpressShip,5,Centro Central,1,En preparación,2024-04-20,2024-08-31
2432,2432,4,QuickSend,3,Centro Oeste,3,Entregado,2024-10-06,2024-10-11
2433,2433,4,QuickSend,2,Centro Sur,3,Entregado,2024-10-28,2024-11-14
2434,2434,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-10-18,2024-10-29
2435,2435,2,ExpressShip,4,Centro Este,2,En tránsito,2024-09-16,2024-10-14
2436,2436,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-09-13,2024-10-09
2437,2437,4,QuickSend,1,Centro Norte,1,En preparación,2024-06-28,2024-09-11
2438,2438,5,ShipPro,2,Centro Sur,2,En tránsito,2024-07-09,2024-07-18
2439,2439,5,ShipPro,5,Centro Central,1,En preparación,2024-08-21,2024-11-05
2440,2440,5,ShipPro,1,Centro Norte,4,Devuelto,2024-08-21,2024-10-16
2441,2441,5,ShipPro,1,Centro Norte,4,Devuelto,2024-09-09,2024-11-08
2442,2442,3,GlobalCourier,4,Centro Este,3,Entregado,2024-04-25,2024-06-09
2443,2443,5,ShipPro,5,Centro Central,3,Entregado,2024-11-12,2024-11-15
2444,2444,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-03-29,2024-07-24
2445,2445,2,ExpressShip,4,Centro Este,4,Devuelto,2024-08-06,2024-08-07
2446,2446,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-07-13,2024-10-10
2447,2447,5,ShipPro,4,Centro Este,4,Devuelto,2024-09-17,2024-10-12
2448,2448,2,ExpressShip,2,Centro Sur,1,En preparación,2024-09-12,2024-10-21
2449,2449,4,QuickSend,2,Centro Sur,4,Devuelto,2024-04-18,2024-10-01
2450,2450,4,QuickSend,2,Centro Sur,3,Entregado,2024-10-24,2024-10-30
2451,2451,2,ExpressShip,5,Centro Central,3,Entregado,2024-08-18,2024-10-29
2452,2452,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-02-17,2024-05-20
2453,2453,4,QuickSend,3,Centro Oeste,4,Devuelto,2024-08-13,2024-11-13
2454,2454,4,QuickSend,5,Centro Central,2,En tránsito,2024-04-16,2024-06-22
2455,2455,1,FastDelivery,5,Centro Central,1,En preparación,2024-05-29,2024-08-24
2456,2456,5,ShipPro,2,Centro Sur,1,En preparación,2024-04-15,2024-08-01
2457,2457,4,QuickSend,2,Centro Sur,4,Devuelto,2024-03-14,2024-06-04
2458,2458,1,FastDelivery,4,Centro Este,3,Entregado,2024-08-20,2024-10-02
2459,2459,2,ExpressShip,2,Centro Sur,1,En preparación,2024-08-31,2024-11-11
2460,2460,1,FastDelivery,5,Centro Central,2,En tránsito,2024-04-14,2024-09-05
2461,2461,5,ShipPro,4,Centro Este,2,En tránsito,2024-07-14,2024-08-19
2462,2462,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-11-06,2024-11-09
2463,2463,4,QuickSend,5,Centro Central,3,Entregado,2024-06-16,2024-09-25
2464,2464,4,QuickSend,4,Centro Este,4,Devuelto,2024-11-03,2024-11-13
2465,2465,4,QuickSend,1,Centro Norte,3,Entregado,2024-04-05,2024-08-26
2466,2466,4,QuickSend,3,Centro Oeste,1,En preparación,2024-06-06,2024-08-28
2467,2467,4,QuickSend,3,Centro Oeste,1,En preparación,2024-01-15,2024-09-09
2468,2468,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-06-18,2024-10-17
2469,2469,2,ExpressShip,5,Centro Central,1,En preparación,2024-01-25,2024-05-26
2470,2470,2,ExpressShip,4,Centro Este,2,En tránsito,2024-04-20,2024-10-25
2471,2471,4,QuickSend,5,Centro Central,2,En tránsito,2024-01-30,2024-03-05
2472,2472,3,GlobalCourier,4,Centro Este,1,En preparación,2024-08-15,2024-09-29
2473,2473,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-09-06,2024-09-07
2474,2474,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-06-05,2024-07-02
2475,2475,3,GlobalCourier,4,Centro Este,3,Entregado,2024-06-02,2024-08-17
2476,2476,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-08-24,2024-09-13
2477,2477,4,QuickSend,2,Centro Sur,1,En preparación,2024-11-01,2024-11-18
2478,2478,1,FastDelivery,4,Centro Este,1,En preparación,2024-05-12,2024-10-23
2479,2479,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-09-28,2024-10-16
2480,2480,5,ShipPro,5,Centro Central,2,En tránsito,2024-09-28,2024-11-17
2481,2481,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-03-12,2024-10-30
2482,2482,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-09-14,2024-10-24
2483,2483,5,ShipPro,2,Centro Sur,2,En tránsito,2024-05-02,2024-07-11
2484,2484,1,FastDelivery,5,Centro Central,4,Devuelto,2024-06-07,2024-08-27
2485,2485,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-01-08,2024-08-26
2486,2486,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-03-16,2024-09-17
2487,2487,4,QuickSend,5,Centro Central,2,En tránsito,2024-10-15,2024-10-27
2488,2488,3,GlobalCourier,4,Centro Este,1,En preparación,2024-05-23,2024-06-09
2489,2489,1,FastDelivery,4,Centro Este,1,En preparación,2024-01-24,2024-02-26
2490,2490,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-04-20,2024-10-03
2491,2491,1,FastDelivery,3,Centro Oeste,3,Entregado,2024-01-09,2024-05-29
2492,2492,5,ShipPro,2,Centro Sur,3,Entregado,2024-06-22,2024-10-06
2493,2493,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-01-09,2024-10-16
2494,2494,5,ShipPro,5,Centro Central,1,En preparación,2024-01-29,2024-07-04
2495,2495,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-04-22,2024-08-13
2496,2496,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-06-28,2024-08-26
2497,2497,4,QuickSend,5,Centro Central,1,En preparación,2024-08-26,2024-09-29
2498,2498,3,GlobalCourier,5,Centro Central,2,En tránsito,2024-07-22,2024-10-18
2499,2499,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-08-13,2024-08-25
2500,2500,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-09-10,2024-11-10
2501,2501,1,FastDelivery,4,Centro Este,2,En tránsito,2024-01-06,2024-04-04
2502,2502,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-04-02,2024-08-12
2503,2503,2,ExpressShip,5,Centro Central,4,Devuelto,2024-09-04,2024-10-23
2504,2504,1,FastDelivery,4,Centro Este,3,Entregado,2024-05-27,2024-06-15
2505,2505,1,FastDelivery,5,Centro Central,2,En tránsito,2024-05-16,2024-10-24
2506,2506,2,ExpressShip,4,Centro Este,1,En preparación,2024-01-29,2024-08-24
2507,2507,4,QuickSend,1,Centro Norte,4,Devuelto,2024-03-22,2024-06-03
2508,2508,5,ShipPro,5,Centro Central,2,En tránsito,2024-09-25,2024-11-14
2509,2509,4,QuickSend,5,Centro Central,3,Entregado,2024-02-21,2024-10-13
2510,2510,5,ShipPro,1,Centro Norte,1,En preparación,2024-03-10,2024-09-16
2511,2511,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-07-09,2024-09-11
2512,2512,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-01-04,2024-06-29
2513,2513,4,QuickSend,2,Centro Sur,4,Devuelto,2024-03-21,2024-09-09
2514,2514,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-07-20,2024-10-31
2515,2515,5,ShipPro,2,Centro Sur,2,En tránsito,2024-01-12,2024-06-17
2516,2516,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-02-09,2024-11-13
2517,2517,3,GlobalCourier,5,Centro Central,3,Entregado,2024-07-08,2024-09-15
2518,2518,2,ExpressShip,4,Centro Este,3,Entregado,2024-06-28,2024-09-30
2519,2519,1,FastDelivery,5,Centro Central,4,Devuelto,2024-10-24,2024-11-08
2520,2520,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-06-18,2024-10-27
2521,2521,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-09-12,2024-09-22
2522,2522,1,FastDelivery,4,Centro Este,3,Entregado,2024-01-19,2024-10-06
2523,2523,4,QuickSend,4,Centro Este,2,En tránsito,2024-01-08,2024-08-25
2524,2524,1,FastDelivery,5,Centro Central,2,En tránsito,2024-08-24,2024-10-22
2525,2525,4,QuickSend,1,Centro Norte,1,En preparación,2024-08-05,2024-09-10
2526,2526,5,ShipPro,3,Centro Oeste,3,Entregado,2024-11-10,2024-11-16
2527,2527,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-04-14,2024-10-14
2528,2528,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-11-18,2024-11-18
2529,2529,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-07-21,2024-08-07
2530,2530,5,ShipPro,2,Centro Sur,2,En tránsito,2024-07-16,2024-09-11
2531,2531,5,ShipPro,3,Centro Oeste,2,En tránsito,2024-08-16,2024-08-28
2532,2532,4,QuickSend,4,Centro Este,1,En preparación,2024-01-04,2024-09-19
2533,2533,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-08-10,2024-09-13
2534,2534,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-04-02,2024-06-02
2535,2535,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-04-01,2024-10-25
2536,2536,3,GlobalCourier,5,Centro Central,3,Entregado,2024-07-30,2024-09-11
2537,2537,3,GlobalCourier,3,Centro Oeste,4,Devuelto,2024-06-14,2024-10-06
2538,2538,2,ExpressShip,2,Centro Sur,1,En preparación,2024-10-17,2024-11-03
2539,2539,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-06-17,2024-07-30
2540,2540,1,FastDelivery,4,Centro Este,1,En preparación,2024-05-14,2024-05-28
2541,2541,1,FastDelivery,5,Centro Central,1,En preparación,2024-08-10,2024-11-06
2542,2542,2,ExpressShip,2,Centro Sur,1,En preparación,2024-08-02,2024-11-12
2543,2543,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-01-05,2024-08-05
2544,2544,3,GlobalCourier,4,Centro Este,4,Devuelto,2024-02-17,2024-06-06
2545,2545,5,ShipPro,4,Centro Este,2,En tránsito,2024-10-25,2024-10-28
2546,2546,3,GlobalCourier,2,Centro Sur,4,Devuelto,2024-04-30,2024-05-05
2547,2547,1,FastDelivery,2,Centro Sur,1,En preparación,2024-08-01,2024-11-15
2548,2548,5,ShipPro,1,Centro Norte,2,En tránsito,2024-07-26,2024-11-01
2549,2549,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-04-03,2024-05-10
2550,2550,2,ExpressShip,5,Centro Central,2,En tránsito,2024-05-08,2024-08-29
2551,2551,4,QuickSend,5,Centro Central,1,En preparación,2024-07-12,2024-08-10
2552,2552,5,ShipPro,1,Centro Norte,4,Devuelto,2024-03-21,2024-05-19
2553,2553,5,ShipPro,5,Centro Central,3,Entregado,2024-02-11,2024-05-24
2554,2554,4,QuickSend,4,Centro Este,2,En tránsito,2024-01-21,2024-08-16
2555,2555,1,FastDelivery,5,Centro Central,2,En tránsito,2024-05-02,2024-08-08
2556,2556,2,ExpressShip,2,Centro Sur,3,Entregado,2024-06-24,2024-09-02
2557,2557,2,ExpressShip,4,Centro Este,3,Entregado,2024-01-03,2024-07-15
2558,2558,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-08-31,2024-10-23
2559,2559,4,QuickSend,2,Centro Sur,1,En preparación,2024-08-11,2024-11-15
2560,2560,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-07-17,2024-08-03
2561,2561,5,ShipPro,4,Centro Este,1,En preparación,2024-02-09,2024-03-10
2562,2562,4,QuickSend,1,Centro Norte,1,En preparación,2024-07-25,2024-10-13
2563,2563,4,QuickSend,2,Centro Sur,1,En preparación,2024-08-31,2024-10-02
2564,2564,5,ShipPro,5,Centro Central,2,En tránsito,2024-06-06,2024-10-30
2565,2565,1,FastDelivery,5,Centro Central,3,Entregado,2024-06-14,2024-09-20
2566,2566,5,ShipPro,3,Centro Oeste,3,Entregado,2024-05-13,2024-06-07
2567,2567,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-09-04,2024-10-07
2568,2568,4,QuickSend,5,Centro Central,4,Devuelto,2024-11-05,2024-11-15
2569,2569,2,ExpressShip,4,Centro Este,2,En tránsito,2024-10-02,2024-10-12
2570,2570,2,ExpressShip,5,Centro Central,1,En preparación,2024-02-08,2024-06-01
2571,2571,3,GlobalCourier,1,Centro Norte,4,Devuelto,2024-07-27,2024-09-18
2572,2572,1,FastDelivery,5,Centro Central,1,En preparación,2024-04-11,2024-09-01
2573,2573,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-06-12,2024-10-30
2574,2574,3,GlobalCourier,5,Centro Central,4,Devuelto,2024-08-19,2024-08-25
2575,2575,5,ShipPro,4,Centro Este,1,En preparación,2024-10-03,2024-10-17
2576,2576,2,ExpressShip,4,Centro Este,2,En tránsito,2024-08-20,2024-10-29
2577,2577,1,FastDelivery,1,Centro Norte,1,En preparación,2024-02-22,2024-07-13
2578,2578,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-04-05,2024-05-29
2579,2579,4,QuickSend,2,Centro Sur,1,En preparación,2024-02-23,2024-03-20
2580,2580,4,QuickSend,3,Centro Oeste,1,En preparación,2024-01-07,2024-01-14
2581,2581,5,ShipPro,4,Centro Este,2,En tránsito,2024-01-08,2024-10-30
2582,2582,4,QuickSend,2,Centro Sur,2,En tránsito,2024-06-03,2024-09-19
2583,2583,1,FastDelivery,1,Centro Norte,3,Entregado,2024-10-25,2024-11-13
2584,2584,5,ShipPro,4,Centro Este,4,Devuelto,2024-01-27,2024-10-04
2585,2585,1,FastDelivery,4,Centro Este,3,Entregado,2024-03-15,2024-03-22
2586,2586,4,QuickSend,5,Centro Central,3,Entregado,2024-01-06,2024-06-15
2587,2587,1,FastDelivery,5,Centro Central,1,En preparación,2024-01-24,2024-04-28
2588,2588,4,QuickSend,3,Centro Oeste,4,Devuelto,2024-01-19,2024-02-02
2589,2589,4,QuickSend,3,Centro Oeste,1,En preparación,2024-09-25,2024-11-17
2590,2590,4,QuickSend,5,Centro Central,4,Devuelto,2024-07-24,2024-11-09
2591,2591,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-07-22,2024-09-14
2592,2592,1,FastDelivery,4,Centro Este,3,Entregado,2024-03-30,2024-06-15
2593,2593,1,FastDelivery,4,Centro Este,2,En tránsito,2024-05-13,2024-05-30
2594,2594,5,ShipPro,4,Centro Este,4,Devuelto,2024-05-26,2024-06-10
2595,2595,1,FastDelivery,5,Centro Central,3,Entregado,2024-05-15,2024-06-17
2596,2596,4,QuickSend,2,Centro Sur,4,Devuelto,2024-05-10,2024-09-12
2597,2597,4,QuickSend,1,Centro Norte,3,Entregado,2024-03-25,2024-08-03
2598,2598,4,QuickSend,2,Centro Sur,3,Entregado,2024-04-23,2024-10-14
2599,2599,4,QuickSend,2,Centro Sur,1,En preparación,2024-11-01,2024-11-12
2600,2600,1,FastDelivery,1,Centro Norte,3,Entregado,2024-03-15,2024-07-23
2601,2601,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-04-25,2024-11-03
2602,2602,4,QuickSend,3,Centro Oeste,3,Entregado,2024-08-29,2024-11-17
2603,2603,2,ExpressShip,5,Centro Central,2,En tránsito,2024-09-12,2024-10-30
2604,2604,4,QuickSend,1,Centro Norte,2,En tránsito,2024-06-26,2024-10-03
2605,2605,2,ExpressShip,2,Centro Sur,3,Entregado,2024-07-28,2024-08-20
2606,2606,2,ExpressShip,4,Centro Este,4,Devuelto,2024-10-31,2024-11-08
2607,2607,1,FastDelivery,5,Centro Central,2,En tránsito,2024-01-14,2024-07-14
2608,2608,2,ExpressShip,2,Centro Sur,4,Devuelto,2024-02-08,2024-04-13
2609,2609,5,ShipPro,2,Centro Sur,1,En preparación,2024-09-06,2024-09-22
2610,2610,5,ShipPro,5,Centro Central,2,En tránsito,2024-03-18,2024-08-03
2611,2611,5,ShipPro,3,Centro Oeste,1,En preparación,2024-02-19,2024-06-26
2612,2612,4,QuickSend,5,Centro Central,1,En preparación,2024-01-15,2024-10-29
2613,2613,5,ShipPro,5,Centro Central,1,En preparación,2024-02-20,2024-07-31
2614,2614,2,ExpressShip,3,Centro Oeste,2,En tránsito,2024-03-11,2024-05-28
2615,2615,4,QuickSend,4,Centro Este,1,En preparación,2024-10-02,2024-10-10
2616,2616,1,FastDelivery,1,Centro Norte,3,Entregado,2024-02-07,2024-09-03
2617,2617,1,FastDelivery,1,Centro Norte,3,Entregado,2024-10-07,2024-11-07
2618,2618,1,FastDelivery,5,Centro Central,4,Devuelto,2024-03-04,2024-05-18
2619,2619,3,GlobalCourier,1,Centro Norte,3,Entregado,2024-11-15,2024-11-18
2620,2620,4,QuickSend,1,Centro Norte,1,En preparación,2024-09-11,2024-09-15
2621,2621,2,ExpressShip,3,Centro Oeste,1,En preparación,2024-03-21,2024-09-01
2622,2622,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-03-27,2024-07-11
2623,2623,2,ExpressShip,2,Centro Sur,2,En tránsito,2024-05-29,2024-08-31
2624,2624,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-11-11,2024-11-12
2625,2625,3,GlobalCourier,5,Centro Central,3,Entregado,2024-10-06,2024-10-06
2626,2626,1,FastDelivery,2,Centro Sur,4,Devuelto,2024-04-03,2024-10-13
2627,2627,1,FastDelivery,1,Centro Norte,2,En tránsito,2024-04-29,2024-07-12
2628,2628,4,QuickSend,2,Centro Sur,2,En tránsito,2024-04-25,2024-07-14
2629,2629,3,GlobalCourier,1,Centro Norte,2,En tránsito,2024-02-24,2024-10-24
2630,2630,1,FastDelivery,5,Centro Central,3,Entregado,2024-01-29,2024-04-25
2631,2631,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-05-08,2024-09-16
2632,2632,1,FastDelivery,4,Centro Este,4,Devuelto,2024-02-13,2024-06-18
2633,2633,4,QuickSend,4,Centro Este,3,Entregado,2024-06-15,2024-08-09
2634,2634,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-11-03,2024-11-05
2635,2635,2,ExpressShip,2,Centro Sur,3,Entregado,2024-09-13,2024-09-15
2636,2636,2,ExpressShip,1,Centro Norte,2,En tránsito,2024-02-08,2024-11-17
2637,2637,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-02-28,2024-11-14
2638,2638,2,ExpressShip,4,Centro Este,4,Devuelto,2024-11-10,2024-11-11
2639,2639,5,ShipPro,5,Centro Central,1,En preparación,2024-08-31,2024-11-15
2640,2640,2,ExpressShip,4,Centro Este,3,Entregado,2024-05-04,2024-07-23
2641,2641,4,QuickSend,4,Centro Este,3,Entregado,2024-10-28,2024-11-03
2642,2642,2,ExpressShip,2,Centro Sur,1,En preparación,2024-02-28,2024-07-12
2643,2643,5,ShipPro,1,Centro Norte,3,Entregado,2024-07-13,2024-11-02
2644,2644,5,ShipPro,3,Centro Oeste,4,Devuelto,2024-02-14,2024-10-30
2645,2645,1,FastDelivery,2,Centro Sur,1,En preparación,2024-01-25,2024-02-21
2646,2646,2,ExpressShip,5,Centro Central,1,En preparación,2024-06-08,2024-11-14
2647,2647,5,ShipPro,3,Centro Oeste,1,En preparación,2024-02-06,2024-05-13
2648,2648,1,FastDelivery,1,Centro Norte,4,Devuelto,2024-01-03,2024-01-04
2649,2649,5,ShipPro,2,Centro Sur,3,Entregado,2024-01-04,2024-03-22
2650,2650,4,QuickSend,3,Centro Oeste,1,En preparación,2024-09-11,2024-10-08
2651,2651,5,ShipPro,5,Centro Central,4,Devuelto,2024-04-19,2024-10-30
2652,2652,4,QuickSend,3,Centro Oeste,2,En tránsito,2024-08-11,2024-10-10
2653,2653,4,QuickSend,1,Centro Norte,4,Devuelto,2024-03-27,2024-05-27
2654,2654,3,GlobalCourier,3,Centro Oeste,1,En preparación,2024-08-03,2024-10-06
2655,2655,1,FastDelivery,4,Centro Este,3,Entregado,2024-06-12,2024-09-19
2656,2656,4,QuickSend,3,Centro Oeste,3,Entregado,2024-10-18,2024-11-10
2657,2657,1,FastDelivery,1,Centro Norte,3,Entregado,2024-03-27,2024-07-19
2658,2658,3,GlobalCourier,1,Centro Norte,1,En preparación,2024-04-18,2024-07-21
2659,2659,1,FastDelivery,3,Centro Oeste,4,Devuelto,2024-02-06,2024-05-19
2660,2660,2,ExpressShip,3,Centro Oeste,4,Devuelto,2024-09-11,2024-10-29
2661,2661,5,ShipPro,5,Centro Central,4,Devuelto,2024-08-24,2024-11-17
2662,2662,1,FastDelivery,3,Centro Oeste,1,En preparación,2024-06-25,2024-11-11
2663,2663,4,QuickSend,2,Centro Sur,2,En tránsito,2024-02-07,2024-08-18
2664,2664,1,FastDelivery,2,Centro Sur,2,En tránsito,2024-05-09,2024-07-10
2665,2665,5,ShipPro,4,Centro Este,1,En preparación,2024-08-01,2024-09-10
2666,2666,1,FastDelivery,1,Centro Norte,3,Entregado,2024-10-30,2024-11-03
2667,2667,4,QuickSend,1,Centro Norte,2,En tránsito,2024-05-08,2024-11-16
2668,2668,3,GlobalCourier,3,Centro Oeste,2,En tránsito,2024-05-30,2024-10-12
2669,2669,3,GlobalCourier,2,Centro Sur,2,En tránsito,2024-03-15,2024-11-17
2670,2670,3,GlobalCourier,4,Centro Este,2,En tránsito,2024-11-12,2024-11-18
2671,2671,4,QuickSend,5,Centro Central,4,Devuelto,2024-06-13,2024-10-25
2672,2672,4,QuickSend,4,Centro Este,3,Entregado,2024-07-07,2024-11-09
2673,2673,3,GlobalCourier,3,Centro Oeste,3,Entregado,2024-01-24,2024-05-20
2674,2674,4,QuickSend,5,Centro Central,4,Devuelto,2024-01-25,2024-10-02
2675,2675,4,QuickSend,4,Centro Este,4,Devuelto,2024-06-15,2024-11-16
2676,2676,3,GlobalCourier,4,Centro Este,3,Entregado,2024-03-17,2024-09-06
2677,2677,3,GlobalCourier,2,Centro Sur,3,Entregado,2024-08-14,2024-10-30
