FechaVenta,CodigoProducto,Producto,Cantidad,PrecioVenta,CodigoCliente,Cliente,CodigoTienda,Tienda
2024-06-28,1.0,"Televisor LED 55""",3.0,1309.87,5.0,Weyland-Yutani,11.0,Tienda Norte
2023-02-17,4.0,Microondas 20L,10.0,1227.37,13.0,Tyrell Corp,3.0,Outlet Norte
2023-11-09,29.0,Refrigerador Compacto,9.0,868.87,NULL,NULL,15.0,ElectroShop Express
2024-04-18,17.0,Microondas 25L,9.0,551.24,12.0,Cyberdyne Systems,1.0,ElectroShop Online
2022-06-28,4.0,Microondas 20L,7.0,487.92,11.0,Biohazard Inc,NULL,NULL
2022-09-26,5.0,Aspiradora Sin Bolsa,2.0,1030.07,14.0,Blue Sun Corporation,13.0,ElectroShop Norte
2023-09-24,17.0,Microondas 25L,9.0,1380.78,1.0,ACME Corp,15.0,ElectroShop Express
2023-04-12,27.0,Lavadora Carga Superior,5.0,1193.83,8.0,Dunder Mifflin,12.0,Outlet Sur
2023-04-30,29.0,Refrigerador Compacto,9.0,334.67,13.0,Tyrell Corp,NULL,NULL
2022-03-15,14.0,Refrigerador Simple Puerta,9.0,293.89,5.0,Weyland-Yutani,3.0,Outlet Norte
2023-05-08,29.0,Refrigerador Compacto,8.0,1359.36,5.0,Weyland-Yutani,14.0,NULL
2022-10-16,4.0,Microondas 20L,1.0,383.18,5.0,Weyland-Yutani,6.0,ElectroShop Oeste
2023-10-04,19.0,Batidora de Mano,8.0,1452.5,3.0,Initech,12.0,Outlet Sur
2024-08-15,9.0,"Tablet 10""",2.0,1430.63,2.0,Globex Corporation,18.0,ElectroShop Satélite
2024-01-01,22.0,"Laptop Gamer 15""",5.0,1001.88,9.0,Pied Piper,10.0,ElectroShop California
2024-05-04,24.0,Smartwatch Deportivo,9.0,775.69,3.0,Initech,12.0,Outlet Sur
2022-02-23,14.0,Refrigerador Simple Puerta,9.0,1119.06,14.0,Blue Sun Corporation,5.0,Tienda Premium
2022-07-25,12.0,"Televisor LED 55""",6.0,543.02,15.0,LexCorp,7.0,Tienda Express
2024-02-17,2.0,Lavadora 8kg,10.0,140.3,11.0,Biohazard Inc,1.0,ElectroShop Online
2023-07-15,13.0,Lavadora 10kg,7.0,1271.25,13.0,Tyrell Corp,NULL,NULL
2022-03-29,27.0,Lavadora Carga Superior,5.0,1489.3,1.0,ACME Corp,12.0,Outlet Sur
2023-06-06,29.0,Refrigerador Compacto,2.0,316.95,6.0,Stark Industries,19.0,Tienda Plus
2022-05-05,22.0,"Laptop Gamer 15""",3.0,1256.03,6.0,Stark Industries,7.0,Tienda Express
2022-05-03,24.0,Smartwatch Deportivo,7.0,887.58,4.0,Umbrella Corp,18.0,ElectroShop Satélite
2023-04-07,1.0,"Televisor LED 55""",10.0,1354.42,15.0,LexCorp,11.0,Tienda Norte
2022-11-27,25.0,Teléfono Inteligente 256GB,6.0,384.04,2.0,Globex Corporation,4.0,ElectroShop Sur
2023-01-28,15.0,"Televisor LED 65""",7.0,1309.51,1.0,ACME Corp,3.0,Outlet Norte
2024-06-23,29.0,Refrigerador Compacto,1.0,432.47,13.0,Tyrell Corp,14.0,NULL
2024-02-06,10.0,Smartwatch,5.0,238.38,14.0,Blue Sun Corporation,12.0,Outlet Sur
2023-10-18,21.0,Home Theater 7.1,9.0,1280.42,13.0,Tyrell Corp,2.0,Tienda Central
2022-02-09,18.0,Aspiradora Robot,5.0,446.81,7.0,Wayne Enterprises,2.0,Tienda Central
2022-06-29,4.0,Microondas 20L,6.0,1131.87,14.0,Blue Sun Corporation,10.0,ElectroShop California
2023-03-02,19.0,Batidora de Mano,3.0,1044.64,NULL,NULL,3.0,Outlet Norte
2024-07-02,27.0,Lavadora Carga Superior,10.0,1271.06,15.0,LexCorp,20.0,ElectroShop Store
2022-05-19,20.0,Lavadora Secadora,3.0,1125.42,14.0,Blue Sun Corporation,2.0,Tienda Central
2022-04-03,10.0,Smartwatch,5.0,730.08,6.0,Stark Industries,9.0,Tienda Online Plus
2023-02-10,15.0,"Televisor LED 65""",3.0,1245.0,6.0,Stark Industries,2.0,Tienda Central
2024-08-11,3.0,Refrigerador Doble Puerta,4.0,765.51,8.0,Dunder Mifflin,4.0,ElectroShop Sur
2024-05-27,22.0,"Laptop Gamer 15""",7.0,694.88,10.0,Hooli,15.0,ElectroShop Express
2023-03-25,11.0,phone,9.0,100.86,2.0,Globex Corporation,14.0,NULL
2024-09-15,17.0,Microondas 25L,6.0,69.37,10.0,Hooli,18.0,ElectroShop Satélite
2023-04-11,18.0,Aspiradora Robot,7.0,1292.06,13.0,Tyrell Corp,2.0,Tienda Central
2024-07-13,13.0,Lavadora 10kg,1.0,1128.54,7.0,Wayne Enterprises,14.0,NULL
2023-05-27,12.0,"Televisor LED 55""",8.0,214.91,8.0,Dunder Mifflin,13.0,ElectroShop Norte
2023-02-12,21.0,Home Theater 7.1,2.0,520.56,2.0,Globex Corporation,12.0,Outlet Sur
2022-01-09,5.0,Aspiradora Sin Bolsa,9.0,625.37,11.0,Biohazard Inc,11.0,Tienda Norte
2022-02-21,9.0,"Tablet 10""",1.0,351.01,9.0,Pied Piper,11.0,Tienda Norte
2024-04-26,18.0,Aspiradora Robot,7.0,521.18,8.0,Dunder Mifflin,4.0,ElectroShop Sur
2022-08-08,29.0,Refrigerador Compacto,10.0,817.2,15.0,LexCorp,13.0,ElectroShop Norte
2022-09-22,28.0,Cafetera Espresso,1.0,1124.26,7.0,Wayne Enterprises,11.0,Tienda Norte
2022-05-26,11.0,phone,10.0,908.42,2.0,Globex Corporation,10.0,ElectroShop California
2022-02-08,NULL,NULL,NULL,NULL,10.0,Hooli,13.0,ElectroShop Norte
2023-01-08,5.0,Aspiradora Sin Bolsa,8.0,719.0,8.0,Dunder Mifflin,4.0,ElectroShop Sur
2022-03-12,24.0,Smartwatch Deportivo,3.0,1088.25,4.0,Umbrella Corp,17.0,Tienda Virtual Sur
2023-08-02,16.0,Refrigerador Triple Puerta,1.0,398.57,13.0,Tyrell Corp,NULL,NULL
2023-10-01,6.0,Licuadora 600W,6.0,362.19,1.0,ACME Corp,15.0,ElectroShop Express
2023-04-25,4.0,Microondas 20L,10.0,1293.47,7.0,Wayne Enterprises,11.0,Tienda Norte
2024-04-12,19.0,Batidora de Mano,4.0,577.06,11.0,Biohazard Inc,NULL,NULL
2023-09-04,8.0,"Computadora Portátil 15""",7.0,95.64,13.0,Tyrell Corp,12.0,Outlet Sur
2023-04-27,21.0,Home Theater 7.1,3.0,839.75,12.0,Cyberdyne Systems,10.0,ElectroShop California
2023-03-08,8.0,"Computadora Portátil 15""",5.0,544.78,2.0,Globex Corporation,10.0,ElectroShop California
2023-07-13,13.0,Lavadora 10kg,7.0,151.36,9.0,Pied Piper,10.0,ElectroShop California
2023-06-29,5.0,Aspiradora Sin Bolsa,8.0,377.24,4.0,Umbrella Corp,9.0,Tienda Online Plus
2024-07-05,11.0,phone,9.0,847.09,6.0,Stark Industries,13.0,ElectroShop Norte
2023-12-20,NULL,NULL,NULL,NULL,4.0,Umbrella Corp,3.0,Outlet Norte
2023-02-06,25.0,Teléfono Inteligente 256GB,3.0,1463.12,15.0,LexCorp,NULL,NULL
2022-04-15,15.0,"Televisor LED 65""",2.0,218.38,10.0,Hooli,14.0,NULL
2024-08-18,21.0,Home Theater 7.1,8.0,925.73,3.0,Initech,11.0,Tienda Norte
2022-03-03,18.0,Aspiradora Robot,7.0,123.37,9.0,Pied Piper,10.0,ElectroShop California
2023-12-07,12.0,"Televisor LED 55""",6.0,665.75,NULL,NULL,6.0,ElectroShop Oeste
2024-01-22,5.0,Aspiradora Sin Bolsa,6.0,618.69,13.0,Tyrell Corp,18.0,ElectroShop Satélite
2022-08-12,11.0,phone,2.0,937.3,1.0,ACME Corp,8.0,ElectroShop Este
2022-09-01,5.0,Aspiradora Sin Bolsa,1.0,451.05,NULL,NULL,14.0,NULL
2024-06-25,26.0,"Televisor OLED 55""",1.0,378.8,5.0,Weyland-Yutani,13.0,ElectroShop Norte
2022-10-29,12.0,"Televisor LED 55""",8.0,1286.37,5.0,Weyland-Yutani,4.0,ElectroShop Sur
2022-07-18,4.0,Microondas 20L,9.0,1451.38,14.0,Blue Sun Corporation,5.0,Tienda Premium
2022-06-25,6.0,Licuadora 600W,1.0,747.81,NULL,NULL,17.0,Tienda Virtual Sur
2024-02-24,9.0,"Tablet 10""",4.0,354.41,7.0,Wayne Enterprises,7.0,Tienda Express
2022-06-16,22.0,"Laptop Gamer 15""",7.0,605.67,5.0,Weyland-Yutani,19.0,Tienda Plus
2024-07-23,14.0,Refrigerador Simple Puerta,4.0,331.6,7.0,Wayne Enterprises,8.0,ElectroShop Este
2024-04-29,4.0,Microondas 20L,6.0,1101.39,15.0,LexCorp,7.0,Tienda Express
2023-12-26,11.0,phone,7.0,159.93,7.0,Wayne Enterprises,1.0,ElectroShop Online
2024-10-12,1.0,"Televisor LED 55""",7.0,1265.16,11.0,Biohazard Inc,10.0,ElectroShop California
2024-03-29,26.0,"Televisor OLED 55""",10.0,204.06,5.0,Weyland-Yutani,2.0,Tienda Central
2022-04-27,21.0,Home Theater 7.1,6.0,255.61,NULL,NULL,12.0,Outlet Sur
2022-01-12,21.0,Home Theater 7.1,10.0,207.51,13.0,Tyrell Corp,12.0,Outlet Sur
2022-06-11,23.0,"Tablet - 12""",9.0,934.28,5.0,Weyland-Yutani,2.0,Tienda Central
2024-06-08,13.0,Lavadora 10kg,6.0,137.79,13.0,Tyrell Corp,6.0,ElectroShop Oeste
2024-10-23,18.0,Aspiradora Robot,7.0,702.42,2.0,Globex Corporation,10.0,ElectroShop California
2024-02-28,4.0,Microondas 20L,8.0,372.33,5.0,Weyland-Yutani,19.0,Tienda Plus
2023-06-06,NULL,NULL,NULL,NULL,4.0,Umbrella Corp,4.0,ElectroShop Sur
2024-08-06,19.0,Batidora de Mano,9.0,419.95,3.0,Initech,1.0,ElectroShop Online
2023-07-02,28.0,Cafetera Espresso,9.0,542.51,12.0,Cyberdyne Systems,19.0,Tienda Plus
2023-05-07,26.0,"Televisor OLED 55""",5.0,691.94,12.0,Cyberdyne Systems,14.0,NULL
2023-12-31,3.0,Refrigerador Doble Puerta,8.0,1106.39,9.0,Pied Piper,NULL,NULL
2022-12-27,26.0,"Televisor OLED 55""",9.0,388.46,8.0,Dunder Mifflin,14.0,NULL
2022-10-12,19.0,Batidora de Mano,5.0,1007.76,10.0,Hooli,NULL,NULL
2022-05-17,30.0,Parlante Bluetooth,6.0,766.42,9.0,Pied Piper,10.0,ElectroShop California
2024-06-01,23.0,"Tablet - 12""",1.0,1234.71,6.0,Stark Industries,4.0,ElectroShop Sur
2022-02-10,14.0,Refrigerador Simple Puerta,9.0,592.22,1.0,ACME Corp,18.0,ElectroShop Satélite
2024-10-20,10.0,Smartwatch,4.0,1060.82,13.0,Tyrell Corp,4.0,ElectroShop Sur
2023-11-10,3.0,Refrigerador Doble Puerta,4.0,1283.9,6.0,Stark Industries,6.0,ElectroShop Oeste
2024-01-27,15.0,"Televisor LED 65""",7.0,1146.91,7.0,Wayne Enterprises,11.0,Tienda Norte
2023-01-04,27.0,Lavadora Carga Superior,3.0,1260.65,12.0,Cyberdyne Systems,8.0,ElectroShop Este
2023-12-21,18.0,Aspiradora Robot,4.0,671.04,13.0,Tyrell Corp,5.0,Tienda Premium
2024-08-16,4.0,Microondas 20L,6.0,884.47,7.0,Wayne Enterprises,11.0,Tienda Norte
2024-04-12,4.0,Microondas 20L,2.0,1423.42,9.0,Pied Piper,3.0,Outlet Norte
2024-04-19,18.0,Aspiradora Robot,2.0,1004.27,3.0,Initech,9.0,Tienda Online Plus
2022-09-06,15.0,"Televisor LED 65""",2.0,1410.19,1.0,ACME Corp,20.0,ElectroShop Store
2024-05-01,24.0,Smartwatch Deportivo,8.0,1045.43,6.0,Stark Industries,17.0,Tienda Virtual Sur
2022-06-08,26.0,"Televisor OLED 55""",10.0,452.02,8.0,Dunder Mifflin,9.0,Tienda Online Plus
2024-07-09,2.0,Lavadora 8kg,4.0,595.4,14.0,Blue Sun Corporation,4.0,ElectroShop Sur
2024-03-16,24.0,Smartwatch Deportivo,10.0,1440.43,5.0,Weyland-Yutani,7.0,Tienda Express
2022-06-04,11.0,phone,3.0,819.41,12.0,Cyberdyne Systems,NULL,NULL
2022-09-05,6.0,Licuadora 600W,2.0,727.46,10.0,Hooli,6.0,ElectroShop Oeste
2023-01-15,9.0,"Tablet 10""",8.0,639.16,11.0,Biohazard Inc,15.0,ElectroShop Express
2023-12-27,12.0,"Televisor LED 55""",3.0,982.64,7.0,Wayne Enterprises,9.0,Tienda Online Plus
2023-05-07,6.0,Licuadora 600W,7.0,82.8,10.0,Hooli,15.0,ElectroShop Express
2023-12-26,10.0,Smartwatch,1.0,225.17,12.0,Cyberdyne Systems,15.0,ElectroShop Express
2023-03-29,18.0,Aspiradora Robot,5.0,823.26,10.0,Hooli,3.0,Outlet Norte
2022-01-26,24.0,Smartwatch Deportivo,7.0,420.72,9.0,Pied Piper,13.0,ElectroShop Norte
2022-05-22,25.0,Teléfono Inteligente 256GB,6.0,67.93,9.0,Pied Piper,6.0,ElectroShop Oeste
2023-01-31,26.0,"Televisor OLED 55""",7.0,1482.85,4.0,Umbrella Corp,8.0,ElectroShop Este
2024-06-20,3.0,Refrigerador Doble Puerta,9.0,1394.46,5.0,Weyland-Yutani,9.0,Tienda Online Plus
2023-06-29,3.0,Refrigerador Doble Puerta,1.0,294.38,8.0,Dunder Mifflin,13.0,ElectroShop Norte
2022-12-19,21.0,Home Theater 7.1,8.0,703.1,NULL,NULL,5.0,Tienda Premium
2024-03-08,29.0,Refrigerador Compacto,5.0,595.39,1.0,ACME Corp,6.0,ElectroShop Oeste
2022-12-17,6.0,Licuadora 600W,7.0,310.24,11.0,Biohazard Inc,5.0,Tienda Premium
2024-06-07,13.0,Lavadora 10kg,7.0,175.45,6.0,Stark Industries,4.0,ElectroShop Sur
2024-02-12,1.0,"Televisor LED 55""",4.0,1033.96,13.0,Tyrell Corp,20.0,ElectroShop Store
2023-08-03,28.0,Cafetera Espresso,10.0,466.9,11.0,Biohazard Inc,2.0,Tienda Central
2024-08-06,11.0,phone,9.0,756.64,14.0,Blue Sun Corporation,NULL,NULL
2022-01-19,22.0,"Laptop Gamer 15""",4.0,1378.92,1.0,ACME Corp,19.0,Tienda Plus
2023-04-17,20.0,Lavadora Secadora,4.0,711.59,10.0,Hooli,10.0,ElectroShop California
2023-03-27,15.0,"Televisor LED 65""",8.0,883.6,9.0,Pied Piper,8.0,ElectroShop Este
2024-06-04,22.0,"Laptop Gamer 15""",4.0,891.49,11.0,Biohazard Inc,15.0,ElectroShop Express
2024-08-03,16.0,Refrigerador Triple Puerta,3.0,1003.97,1.0,ACME Corp,6.0,ElectroShop Oeste
2022-10-26,21.0,Home Theater 7.1,9.0,1217.4,6.0,Stark Industries,15.0,ElectroShop Express
2024-03-12,NULL,NULL,NULL,NULL,15.0,LexCorp,18.0,ElectroShop Satélite
2024-08-21,24.0,Smartwatch Deportivo,4.0,159.94,7.0,Wayne Enterprises,19.0,Tienda Plus
2023-08-09,12.0,"Televisor LED 55""",10.0,229.77,3.0,Initech,20.0,ElectroShop Store
2024-07-11,17.0,Microondas 25L,4.0,553.39,3.0,Initech,3.0,Outlet Norte
2023-06-09,29.0,Refrigerador Compacto,10.0,209.86,15.0,LexCorp,13.0,ElectroShop Norte
2022-02-20,26.0,"Televisor OLED 55""",2.0,1282.88,7.0,Wayne Enterprises,11.0,Tienda Norte
2023-02-06,9.0,"Tablet 10""",1.0,792.7,3.0,Initech,9.0,Tienda Online Plus
2024-06-28,2.0,Lavadora 8kg,10.0,1277.51,15.0,LexCorp,10.0,ElectroShop California
2023-08-14,7.0,Home Theater 5.1,4.0,1111.31,3.0,Initech,13.0,ElectroShop Norte
2023-06-05,12.0,"Televisor LED 55""",10.0,1274.89,NULL,NULL,NULL,NULL
2024-09-26,1.0,"Televisor LED 55""",8.0,393.69,14.0,Blue Sun Corporation,7.0,Tienda Express
2022-04-21,NULL,NULL,NULL,NULL,2.0,Globex Corporation,7.0,Tienda Express
2022-04-27,18.0,Aspiradora Robot,7.0,968.03,6.0,Stark Industries,14.0,NULL
2022-06-28,23.0,"Tablet - 12""",10.0,551.66,7.0,Wayne Enterprises,1.0,ElectroShop Online
2024-07-16,5.0,Aspiradora Sin Bolsa,9.0,1081.89,13.0,Tyrell Corp,18.0,ElectroShop Satélite
2022-12-14,8.0,"Computadora Portátil 15""",3.0,1053.41,14.0,Blue Sun Corporation,5.0,Tienda Premium
2024-02-16,4.0,Microondas 20L,9.0,957.99,NULL,NULL,17.0,Tienda Virtual Sur
2024-04-03,26.0,"Televisor OLED 55""",9.0,351.89,4.0,Umbrella Corp,NULL,NULL
2023-08-29,29.0,Refrigerador Compacto,1.0,744.11,14.0,Blue Sun Corporation,8.0,ElectroShop Este
2024-09-25,1.0,"Televisor LED 55""",6.0,639.19,3.0,Initech,9.0,Tienda Online Plus
2022-09-04,5.0,Aspiradora Sin Bolsa,10.0,677.39,8.0,Dunder Mifflin,12.0,Outlet Sur
2022-01-18,10.0,Smartwatch,2.0,1400.93,3.0,Initech,8.0,ElectroShop Este
2022-07-09,13.0,Lavadora 10kg,2.0,1176.98,6.0,Stark Industries,12.0,Outlet Sur
2022-01-28,10.0,Smartwatch,2.0,708.74,6.0,Stark Industries,8.0,ElectroShop Este
2023-01-14,NULL,NULL,NULL,NULL,7.0,Wayne Enterprises,8.0,ElectroShop Este
2023-10-23,NULL,NULL,NULL,NULL,14.0,Blue Sun Corporation,NULL,NULL
2024-05-25,8.0,"Computadora Portátil 15""",4.0,1414.59,2.0,Globex Corporation,17.0,Tienda Virtual Sur
2022-07-20,30.0,Parlante Bluetooth,9.0,956.45,7.0,Wayne Enterprises,11.0,Tienda Norte
2024-07-28,25.0,Teléfono Inteligente 256GB,5.0,126.87,9.0,Pied Piper,7.0,Tienda Express
2022-04-23,18.0,Aspiradora Robot,9.0,858.98,10.0,Hooli,9.0,Tienda Online Plus
2023-11-13,30.0,Parlante Bluetooth,8.0,1320.88,4.0,Umbrella Corp,4.0,ElectroShop Sur
2023-04-24,22.0,"Laptop Gamer 15""",9.0,155.57,4.0,Umbrella Corp,13.0,ElectroShop Norte
2022-11-03,19.0,Batidora de Mano,8.0,742.88,8.0,Dunder Mifflin,7.0,Tienda Express
2024-05-14,4.0,Microondas 20L,1.0,476.74,10.0,Hooli,17.0,Tienda Virtual Sur
2022-04-04,NULL,NULL,NULL,NULL,2.0,Globex Corporation,1.0,ElectroShop Online
2023-03-17,13.0,Lavadora 10kg,9.0,1087.9,9.0,Pied Piper,17.0,Tienda Virtual Sur
2024-05-03,21.0,Home Theater 7.1,8.0,242.38,8.0,Dunder Mifflin,5.0,Tienda Premium
2024-06-16,28.0,Cafetera Espresso,8.0,1114.73,6.0,Stark Industries,6.0,ElectroShop Oeste
2024-01-15,7.0,Home Theater 5.1,4.0,1050.09,1.0,ACME Corp,11.0,Tienda Norte
2022-03-07,9.0,"Tablet 10""",10.0,245.0,5.0,Weyland-Yutani,15.0,ElectroShop Express
2024-01-30,20.0,Lavadora Secadora,6.0,1314.51,4.0,Umbrella Corp,NULL,NULL
2022-11-10,20.0,Lavadora Secadora,1.0,426.89,4.0,Umbrella Corp,2.0,Tienda Central
2023-07-21,19.0,Batidora de Mano,5.0,712.33,4.0,Umbrella Corp,6.0,ElectroShop Oeste
2022-12-24,16.0,Refrigerador Triple Puerta,3.0,763.4,9.0,Pied Piper,4.0,ElectroShop Sur
2024-05-04,15.0,"Televisor LED 65""",4.0,884.47,13.0,Tyrell Corp,2.0,Tienda Central
2024-05-16,1.0,"Televisor LED 55""",10.0,975.98,1.0,ACME Corp,4.0,ElectroShop Sur
2023-07-03,18.0,Aspiradora Robot,7.0,769.19,11.0,Biohazard Inc,20.0,ElectroShop Store
2024-11-15,22.0,"Laptop Gamer 15""",8.0,1187.15,13.0,Tyrell Corp,2.0,Tienda Central
2023-05-22,7.0,Home Theater 5.1,7.0,82.1,9.0,Pied Piper,3.0,Outlet Norte
2023-01-31,4.0,Microondas 20L,7.0,645.73,7.0,Wayne Enterprises,7.0,Tienda Express
2022-01-16,10.0,Smartwatch,6.0,252.49,11.0,Biohazard Inc,18.0,ElectroShop Satélite
2023-07-10,30.0,Parlante Bluetooth,9.0,1072.18,14.0,Blue Sun Corporation,10.0,ElectroShop California
2023-11-14,19.0,Batidora de Mano,7.0,211.21,10.0,Hooli,11.0,Tienda Norte
2022-12-25,12.0,"Televisor LED 55""",9.0,389.72,1.0,ACME Corp,3.0,Outlet Norte
2022-05-16,20.0,Lavadora Secadora,5.0,1407.95,9.0,Pied Piper,7.0,Tienda Express
2023-06-30,19.0,Batidora de Mano,9.0,992.36,9.0,Pied Piper,17.0,Tienda Virtual Sur
2024-10-17,18.0,Aspiradora Robot,10.0,1076.78,1.0,ACME Corp,8.0,ElectroShop Este
2022-06-24,26.0,"Televisor OLED 55""",10.0,539.09,10.0,Hooli,19.0,Tienda Plus
2024-10-09,3.0,Refrigerador Doble Puerta,1.0,771.88,1.0,ACME Corp,8.0,ElectroShop Este
2024-07-10,1.0,"Televisor LED 55""",1.0,1316.66,5.0,Weyland-Yutani,6.0,ElectroShop Oeste
2022-01-24,6.0,Licuadora 600W,4.0,1134.29,5.0,Weyland-Yutani,19.0,Tienda Plus
2022-01-17,25.0,Teléfono Inteligente 256GB,5.0,1063.98,NULL,NULL,13.0,ElectroShop Norte
2024-10-02,12.0,"Televisor LED 55""",4.0,650.74,9.0,Pied Piper,20.0,ElectroShop Store
2023-01-12,17.0,Microondas 25L,10.0,944.48,12.0,Cyberdyne Systems,17.0,Tienda Virtual Sur
2024-03-29,17.0,Microondas 25L,2.0,1045.32,9.0,Pied Piper,4.0,ElectroShop Sur
2023-08-18,NULL,NULL,NULL,NULL,7.0,Wayne Enterprises,8.0,ElectroShop Este
2022-11-20,9.0,"Tablet 10""",2.0,840.03,13.0,Tyrell Corp,2.0,Tienda Central
2022-11-15,27.0,Lavadora Carga Superior,10.0,653.07,6.0,Stark Industries,19.0,Tienda Plus
2024-04-24,25.0,Teléfono Inteligente 256GB,1.0,1419.7,14.0,Blue Sun Corporation,5.0,Tienda Premium
2024-03-19,15.0,"Televisor LED 65""",9.0,878.51,4.0,Umbrella Corp,14.0,NULL
2023-10-31,13.0,Lavadora 10kg,8.0,703.9,5.0,Weyland-Yutani,12.0,Outlet Sur
2023-10-03,21.0,Home Theater 7.1,1.0,397.37,5.0,Weyland-Yutani,11.0,Tienda Norte
2023-02-20,27.0,Lavadora Carga Superior,10.0,227.11,5.0,Weyland-Yutani,6.0,ElectroShop Oeste
2023-01-22,25.0,Teléfono Inteligente 256GB,2.0,1093.9,10.0,Hooli,18.0,ElectroShop Satélite
2023-06-13,13.0,Lavadora 10kg,1.0,873.87,7.0,Wayne Enterprises,1.0,ElectroShop Online
2023-02-26,24.0,Smartwatch Deportivo,8.0,884.07,8.0,Dunder Mifflin,9.0,Tienda Online Plus
2023-05-31,29.0,Refrigerador Compacto,8.0,676.74,15.0,LexCorp,15.0,ElectroShop Express
2024-07-09,19.0,Batidora de Mano,2.0,494.56,13.0,Tyrell Corp,15.0,ElectroShop Express
2022-06-22,NULL,NULL,NULL,NULL,NULL,NULL,11.0,Tienda Norte
2024-03-28,16.0,Refrigerador Triple Puerta,3.0,682.26,1.0,ACME Corp,3.0,Outlet Norte
2024-07-06,26.0,"Televisor OLED 55""",7.0,999.78,2.0,Globex Corporation,3.0,Outlet Norte
2023-07-08,15.0,"Televisor LED 65""",7.0,55.68,9.0,Pied Piper,12.0,Outlet Sur
2022-11-11,8.0,"Computadora Portátil 15""",10.0,647.59,13.0,Tyrell Corp,15.0,ElectroShop Express
2024-04-03,16.0,Refrigerador Triple Puerta,2.0,1269.98,5.0,Weyland-Yutani,5.0,Tienda Premium
2023-06-15,15.0,"Televisor LED 65""",9.0,1004.85,7.0,Wayne Enterprises,15.0,ElectroShop Express
2022-09-02,5.0,Aspiradora Sin Bolsa,5.0,945.64,1.0,ACME Corp,11.0,Tienda Norte
2023-11-02,8.0,"Computadora Portátil 15""",10.0,112.75,14.0,Blue Sun Corporation,1.0,ElectroShop Online
2023-03-28,19.0,Batidora de Mano,4.0,1228.69,1.0,ACME Corp,7.0,Tienda Express
2023-10-23,28.0,Cafetera Espresso,8.0,449.17,1.0,ACME Corp,5.0,Tienda Premium
2022-04-02,22.0,"Laptop Gamer 15""",4.0,683.98,15.0,LexCorp,NULL,NULL
2023-01-03,19.0,Batidora de Mano,5.0,1182.02,14.0,Blue Sun Corporation,8.0,ElectroShop Este
2023-12-21,12.0,"Televisor LED 55""",3.0,695.13,5.0,Weyland-Yutani,8.0,ElectroShop Este
2024-02-20,12.0,"Televisor LED 55""",8.0,1254.57,5.0,Weyland-Yutani,8.0,ElectroShop Este
2023-10-26,2.0,Lavadora 8kg,2.0,760.0,10.0,Hooli,13.0,ElectroShop Norte
2022-04-09,NULL,NULL,NULL,NULL,7.0,Wayne Enterprises,8.0,ElectroShop Este
2023-03-26,27.0,Lavadora Carga Superior,10.0,844.64,4.0,Umbrella Corp,6.0,ElectroShop Oeste
2023-11-19,1.0,"Televisor LED 55""",10.0,935.77,NULL,NULL,2.0,Tienda Central
2023-01-31,14.0,Refrigerador Simple Puerta,2.0,925.11,8.0,Dunder Mifflin,4.0,ElectroShop Sur
2022-02-01,8.0,"Computadora Portátil 15""",10.0,1349.52,NULL,NULL,20.0,ElectroShop Store
2024-10-22,NULL,NULL,NULL,NULL,8.0,Dunder Mifflin,8.0,ElectroShop Este
2022-03-17,28.0,Cafetera Espresso,2.0,767.45,6.0,Stark Industries,14.0,NULL
2022-06-14,30.0,Parlante Bluetooth,8.0,318.7,5.0,Weyland-Yutani,10.0,ElectroShop California
2023-08-05,30.0,Parlante Bluetooth,8.0,388.52,7.0,Wayne Enterprises,NULL,NULL
2023-11-07,23.0,"Tablet - 12""",10.0,202.92,7.0,Wayne Enterprises,9.0,Tienda Online Plus
2023-11-29,20.0,Lavadora Secadora,1.0,544.96,12.0,Cyberdyne Systems,13.0,ElectroShop Norte
2023-08-28,29.0,Refrigerador Compacto,4.0,1313.14,15.0,LexCorp,19.0,Tienda Plus
2023-07-06,30.0,Parlante Bluetooth,4.0,882.87,2.0,Globex Corporation,6.0,ElectroShop Oeste
2022-05-14,19.0,Batidora de Mano,6.0,530.38,6.0,Stark Industries,6.0,ElectroShop Oeste
2023-03-11,20.0,Lavadora Secadora,6.0,805.9,NULL,NULL,7.0,Tienda Express
2024-02-02,6.0,Licuadora 600W,2.0,914.4,7.0,Wayne Enterprises,4.0,ElectroShop Sur
2022-01-14,27.0,Lavadora Carga Superior,4.0,748.96,3.0,Initech,13.0,ElectroShop Norte
2024-01-10,23.0,"Tablet - 12""",3.0,891.74,1.0,ACME Corp,18.0,ElectroShop Satélite
2024-03-21,1.0,"Televisor LED 55""",1.0,412.26,2.0,Globex Corporation,14.0,NULL
2022-01-22,20.0,Lavadora Secadora,10.0,416.72,4.0,Umbrella Corp,4.0,ElectroShop Sur
2023-08-29,22.0,"Laptop Gamer 15""",4.0,571.97,2.0,Globex Corporation,1.0,ElectroShop Online
2023-12-26,16.0,Refrigerador Triple Puerta,2.0,1140.51,7.0,Wayne Enterprises,19.0,Tienda Plus
2023-08-26,14.0,Refrigerador Simple Puerta,2.0,537.75,1.0,ACME Corp,4.0,ElectroShop Sur
2022-06-22,2.0,Lavadora 8kg,6.0,1156.42,5.0,Weyland-Yutani,14.0,NULL
2023-02-28,6.0,Licuadora 600W,1.0,433.33,13.0,Tyrell Corp,19.0,Tienda Plus
